url,infrastructure:bridge,infrastructure:building,infrastructure:none,infrastructure:road
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/616234/DSC_0040_87b4427e-85fc-4733-9aed-0ee971871486.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614113/A0116_AP_d9956997-357d-4212-99c1-92b2ee76980e.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614023/A0069AP-_c3540537-0588-4405-a066-9b0d8ede8c11.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615119/FLR_2270_335f5f69-90e2-4477-b074-f9e26292fe9b.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/613997/A0013Vb0_119eaecb-bf16-4e81-85a1-e9b6c9f0e8e6.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9107/616210/DSC_0589_94663599-dcc0-44db-9d66-2afa67329e14.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/7068/615404/DSC_7887_346795ef-776e-4645-a48a-b6e58eb5d4f0.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_7987_8ab87da9-cd8e-4ceb-8459-ac5beb4ea439.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615428/VIRB0054_07307754-2c7f-4603-b0e9-9f1a8146c982.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615428/VIRB0146_e212da1c-8e37-4ba1-b5d8-973138f9ab40.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613810/DSC_1695_18ccbd1c-28ab-4660-9405-725654e2e009.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615127/TimCooli_54035359-dd79-45a7-8400-34b87e54155b.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613827/DSC_8984_6346cfa5-b905-4d3c-ae67-54cef43f0961.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616227/FEMA_Reg_57640970-2f57-40d8-8edc-973d30ffb3ef.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_1bcdcf05-8448-48bf-beab-56270baf8255.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614003/A0027V01_26cb625d-a29a-4912-9625-765584d40390.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615132/JoeBell-_7d4b9dcf-b519-43fe-8ffd-86ff6550001a.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614003/A0027V00_88bd4b62-041c-47e1-91ce-f9e2e88a7207.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615126/SteveBla_a0d23c69-fb11-4342-8587-4b54edf33bd9.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615127/TimCooli_6ced0384-5162-430e-80f0-550c1c49955f.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613770/DSC_4339_4e245e6c-c89c-48ce-8720-da375be2fa6b.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_5e430c1b-9b9c-463b-a90e-0d3993d91316.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_7790_a51afb67-b2ff-4523-aa92-514bde76e54d.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615132/JoeBell-_231c3a86-e1b8-447b-b668-acccf2963ad3.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613549/DSC_1097_ffb0153f-84ba-49b5-a9ef-1f54a5247057.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614042/A0080_AP_fb5d8d2a-2f97-44a2-a867-4df9fed6ee81.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613827/DSC_9402_0f6e164a-36e5-412d-a894-396f83f23057.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615428/VIRB0147_3c27ed73-fac2-443e-95d2-428f93c57b93.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613806/6832f2a4-2661-4003-a56d-ab036a19c46a.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613898/DSC_4324_2ff4e6bf-3499-43e6-a4ac-39b0b94696f0.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613895/DSC_3665_84bcae72-670f-4231-a242-f14c3496f8da.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616222/FEMA_REG_c7d5359f-4bee-4927-a7b6-638615a55557.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614125/A0030_AP_31599637-941b-481a-8407-3546d5b24dde.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615125/MarkBail_6cfe81ba-da9d-4c9d-b4bf-f2d812e7f152.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613884/DSC_8133_6d79da57-9e1e-4a78-9241-a3a970d50dcc.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_8040220c-91ae-4048-b716-aca39623a309.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/613990/A0013V-0_d16eb2b8-9c63-432c-b7fd-16242b516e25.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615133/DavidBen_dcc8c8e5-010d-414e-9bca-e0f506d79ae3.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613940/DSC_1842_c2f41798-3ea5-4ae6-8968-d114cadd4bc3.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616227/FEMA_Reg_00aa1aa7-f1d8-473e-b9fd-4a4f9f07daf5.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_ed510043-92df-4a54-a416-0fb9348cae9d.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/616234/DSC_0042_25ee6918-4c8f-4940-90c0-b0010c2eb41b.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/614727/DSC_7047_a17b11dd-30f9-408a-9aa5-dd9f2f33d803.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_caacca70-f2bf-4b81-a6f5-1e725ad8e6e8.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615133/DavidBen_6cefacc0-9a4b-4599-9b43-48ea4816e870.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613937/DSC_1275_77781108-24c1-489f-8ce6-44155e982b46.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_7925_c47aac93-66aa-404c-943b-09b5c150d93d.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_94700476-e4d4-4930-8d58-4c22687a941f.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615127/TimCooli_6d81f68a-bf36-41a8-86aa-886986bb2b5c.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616227/FEMA_Reg_5c7a689c-4941-44ec-a9e9-4b9ba2150b3c.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613946/DSC_4333_857ffc1e-ebc9-4f41-9cab-4842e65cd20d.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/616264/CAP_1748_09dc8224-9369-4614-8be2-57cbdb2a7030.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616222/FEMA_REG_39bec6bb-0bf2-41ad-b143-cc761996dda8.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616226/FEMA_Reg_283d0632-d148-4b8d-9872-ad9016c82af4.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615125/MarkBail_0ade9ad1-192b-4d92-afab-6b88fc86e71d.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613823/DSC_9044_da2994be-c818-469f-967d-5298419f5194.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614113/A0116_AP_33341d96-a585-4687-9423-5a3d7d21360c.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_734df645-72d0-4416-b97d-d61800eaa243.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613806/028631e8-4e07-436e-87ff-c7248e62b483.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_8075_a0aaed91-a715-40f5-8ab1-00ae1c1520c3.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613608/DSC_1947_52dec051-74c9-4ae5-b120-b39311365d8e.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613895/DSC_5007_1faf5753-68b6-4a86-8435-bb58fbb6b47d.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613560/DSC_0115_43c0c260-5645-4330-aa84-18b49cc61928.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614003/A0027V01_4b4eeeac-253d-4ce6-ab45-a06be4446587.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3045/291551/DSC_4396_90eddc88-41cd-423e-a3e5-f447cc101998.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613586/DSC_0916_879369fd-7ae1-4f3f-9199-9f398170c2c5.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_8321_df1b1731-f33e-4ce0-8608-6d9fe8aa7cc8.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615223/VIRB0160_6d050357-1871-4e31-9c53-9ece6830f27c.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615132/JoeBell-_c1a3d6ac-f9f6-4736-aadd-8f5768459179.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614082/A0019_AP_703b4b0d-74d3-4197-ac4b-73385f4d22ec.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615132/joebell-_68f290bb-81aa-417a-bfba-54f7618ffb85.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613551/DSC_1483_cb03f61b-4ccd-45eb-8b5d-88dcc7ebb232.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_8108_f28b2334-02d2-4251-9423-e0fb10fbc23d.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614113/A0116_AP_4021bdd1-69a2-45a6-8369-7013f6e9ca13.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20253/DSC_0057_c2a900f2-998a-4dd8-a356-e5776b38ff66.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616227/FEMA_Reg_46eac14c-bc4b-4cca-8472-7546f90445fc.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615474/Dec17201_c6f3d4aa-56fb-41a8-a81a-caba32a751b3.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615129/BrettGro_a882893a-e9aa-4210-9e1e-58538362bfef.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613734/ALW_3675_7cfa7a61-c293-46cc-a8a3-37318095c146.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615126/SteveBla_b72f147c-b0e4-4a1d-881f-c2886b9ae45c.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613543/DSC_0110_fc1bf18f-46c7-46d0-8e38-c26358f886c8.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613556/DSC_0139_353b3aa1-9d9f-42f5-9012-93d66b0ce995.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614090/A0088_AP_40a028d0-85a5-4767-aa9d-17d47ead5ed5.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614004/A0019048_5fb17efa-dc15-4622-a1ff-91b2057b6bb2.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613900/DSC_5300_3c1ad6a3-04e1-41d9-b24e-3cfd6a47e3f0.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614004/A0019048_56c4b0d9-c507-45c4-8ec7-fd9ce7040342.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615428/VIRB0184_6622cbb2-bc74-4577-8d2b-ef7a553a84e7.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613946/DSC_4108_b48a4616-dffa-4e94-a4fd-dc6025397cb6.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614102/A0022_V__3fa3ac3d-2dd9-40e3-866f-55da9fdf1724.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/211119/DSC_0118_4cca5d88-f043-4ece-84ad-a6dbac834d1e.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614089/A0074_AP_aedb28d0-1329-43f6-816b-950b2a00d4ce.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615028/DSC_7204_ede156fe-68d5-4430-a90c-dc4709996b9c.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615125/MarkBail_cca1d987-5cdf-4043-a32a-cb48874dbddd.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614042/A0080_AP_97d76862-8a0b-4ef9-b767-01ce218f2581.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614042/A0080_AP_82603004-d0cc-4156-bb02-449d0f29910c.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615125/MarkBail_66148b15-b4c5-46d7-9aef-c59b984b86a8.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613829/DSC_0189_08938dbb-ee57-48ef-bfe4-0227784e570f.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_7969_43061603-2856-47c9-b7fc-611a6d9d3ab0.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9099/615186/-083_8a117c55-2159-4096-b591-44b3edadd176.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615123/ChrisPet_98b8ed22-ee44-4a54-9096-538b9d7b6e6d.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9099/615191/DSC_4035_701d4818-468c-42df-a88c-bbdbeaa1b07f.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613940/DSC_2008_45852999-a862-4a16-bc2f-8e552c499bfb.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613864/DSC_0361_1f58e037-a38d-400a-aa2c-b6f82f144c4f.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615123/ChrisPet_37a14be7-2638-45ce-8e92-aab3c29eef3e.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615132/JoeBell-_9db58844-e853-44c8-8b8d-30a5c69654d7.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615470/DSC_0781_ee22d5d9-b122-44d2-8c24-dfceec2b09cc.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_8038_b241ff42-79db-42f7-9ff1-78591bf3a56c.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_7993_d44d2a55-7437-4ba4-be71-e1185c497d1e.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614021/AP0063AP_abcb99fb-2749-420b-ad3e-b96973911662.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3042/291499/DSC_9855_216f2003-bf37-49bd-b937-aa28e1ec8fff.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614080/A0001_AP_df326142-8fe3-4376-b5de-d93469f65ed9.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614045/A0085_AP_df952d7f-c11b-49b0-a1e0-b11a80840edd.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615125/MarkBail_ce19ee44-d039-4e17-ad47-5367ffa6328f.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615133/DavidBen_f1b3ed36-5465-4562-9d85-12bb78c61487.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/1013/20238/DSC_0146_0b15041c-7c0c-44c7-a489-4fd12af9e2a9.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614108/A0068_AP_2e9b7d73-e10d-4f00-a27f-b3d2cc95e9fc.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615127/TimCooli_8dfe6375-c480-4875-a84e-020d1d5e0862.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613890/DSC_3961_fcc636eb-d4d5-47b7-9e76-32efd4b619aa.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614088/A0074_V__b8e809cf-4690-4a12-9259-efb198ce70ca.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9099/615236/DSC_5703_7ae5d7fc-4129-442b-ac3f-0e92f643aea1.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/613981/A0017-31_0f4b34fc-abff-4301-adaa-910b9524162d.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614044/A0153_AP_77111810-ddf4-4b64-860d-48140f47b62f.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/613988/VIRB0199_5a4a0603-0730-4448-9f40-79027765dbca.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616222/FEMA_REG_01e676f0-40f2-4d21-8bf2-3a2680af6414.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_8249_0d0c8159-fae0-4581-a51f-59c5396fbdfd.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616222/FEMA_REG_8d6856c7-fa47-4438-b873-5b130844cd8e.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9161/616221/FEMA_REG_ec50197b-8ea2-42a0-adee-c9be58f8b9dc.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613542/DSC_0869_9cb6cbe0-d8bb-4e9d-99e5-b30a47ce7092.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/3043/291629/DSC_0017_e5f3e23a-c0f1-4800-829e-41c6b3e55704.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615130/DonBarre_a64ee05d-7737-4c3c-bb41-01e906219e90.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615123/ChrisPet_c1a8205f-1080-4956-98f1-ef1add58e083.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615132/JoeBell-_ba2ef4e4-4c5d-4b44-a747-3cf560dc3001.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614001/A0027-92_9cd4b8ca-1025-4462-9c58-8997a6f605a3.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/613981/A0017-30_2bbfe4d5-81de-4b06-bd92-ea7e909f55a3.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614024/A0067AP-_fa4dbdff-9a96-42c4-9b08-9386c43f1bfd.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615082/965_4715_647aa4d0-f2b1-4302-843a-64ae9d64edeb.jpg,1,1,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9074/613608/DSC_1951_77643dc4-b570-432e-85bb-951f8affcb7f.jpg,1,0,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615127/TimCooli_e5584de6-631f-42c9-90fe-163c9155b7c8.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9075/614042/A0080_AP_32c621ca-27db-428a-a325-1c7454331ded.jpg,1,1,0,1
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/5/615223/VIRB0016_512d3ab7-0106-4b7c-a31d-24a82fe279fb.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9157/616220/DSC_8019_d38777b6-e7c3-40af-8bc6-8ce2807160e0.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9096/615133/DavidBen_2149dc62-95f2-4d43-85ba-19e40ae9f27c.jpg,1,0,0,0
https://ladi.s3-us-west-2.amazonaws.com/Images/FEMA_CAP/9073/613897/DSC_4329_08c7fe34-6152-4391-8c6b-dbe8ba9a2104.jpg,1,1,0,0
